path,filename,class_name,label,n_masks,mask_paths,group,content_md5
Dataset_BUSI\benign\benign (400).png,benign (400).png,benign,0,1,Dataset_BUSI\benign\benign (400)_mask.png,255,98efa2c4960b669e7ed0fb456380798c
Dataset_BUSI\benign\benign (401).png,benign (401).png,benign,0,1,Dataset_BUSI\benign\benign (401)_mask.png,256,ee0f57f69ace5ad32d2afaf1d7a4148f
Dataset_BUSI\benign\benign (402).png,benign (402).png,benign,0,1,Dataset_BUSI\benign\benign (402)_mask.png,257,1b0c76286629c5140830d5daa9f31dd9
Dataset_BUSI\benign\benign (403).png,benign (403).png,benign,0,1,Dataset_BUSI\benign\benign (403)_mask.png,258,b0137980a43d4d5614c1770f7fb82055
Dataset_BUSI\benign\benign (404).png,benign (404).png,benign,0,1,Dataset_BUSI\benign\benign (404)_mask.png,259,27678b972f844b11351edbfee100bf49
Dataset_BUSI\benign\benign (405).png,benign (405).png,benign,0,1,Dataset_BUSI\benign\benign (405)_mask.png,260,fa01f6c298430c21527fb0d44b6a0b67
Dataset_BUSI\benign\benign (406).png,benign (406).png,benign,0,1,Dataset_BUSI\benign\benign (406)_mask.png,261,11d6f7c420f423cf1d35f9316e23efd8
Dataset_BUSI\benign\benign (407).png,benign (407).png,benign,0,1,Dataset_BUSI\benign\benign (407)_mask.png,262,6efe7e6a4a80b1f1c84844aad8c3b720
Dataset_BUSI\benign\benign (408).png,benign (408).png,benign,0,1,Dataset_BUSI\benign\benign (408)_mask.png,263,3a937360f9bf5aaca29b7c315e37a749
Dataset_BUSI\benign\benign (409).png,benign (409).png,benign,0,1,Dataset_BUSI\benign\benign (409)_mask.png,264,6177f710a0ced1742bfad2f690e2c214
Dataset_BUSI\benign\benign (41).png,benign (41).png,benign,0,1,Dataset_BUSI\benign\benign (41)_mask.png,265,330c6050d5031fa60cfffddef00cc312
Dataset_BUSI\benign\benign (410).png,benign (410).png,benign,0,1,Dataset_BUSI\benign\benign (410)_mask.png,266,f7c563a8af1aaac4eafe9a35fbd0c474
Dataset_BUSI\benign\benign (411).png,benign (411).png,benign,0,1,Dataset_BUSI\benign\benign (411)_mask.png,249,fb426bf91560c10d916cd7e7d83e9a0c
Dataset_BUSI\benign\benign (412).png,benign (412).png,benign,0,1,Dataset_BUSI\benign\benign (412)_mask.png,255,a0ca898836e9f68dfdb2241b964d3e6e
Dataset_BUSI\benign\benign (413).png,benign (413).png,benign,0,1,Dataset_BUSI\benign\benign (413)_mask.png,250,1f37d29c93c29e009dd830d8042648ca
Dataset_BUSI\benign\benign (414).png,benign (414).png,benign,0,1,Dataset_BUSI\benign\benign (414)_mask.png,267,d87c9d5241045813819e28fbecc03ef2
Dataset_BUSI\benign\benign (415).png,benign (415).png,benign,0,1,Dataset_BUSI\benign\benign (415)_mask.png,268,9ba7d962847c89cb50383d445cfa6d7f
Dataset_BUSI\benign\benign (416).png,benign (416).png,benign,0,1,Dataset_BUSI\benign\benign (416)_mask.png,269,2ee5a749a0d07e8baf18293a60758f84
Dataset_BUSI\benign\benign (417).png,benign (417).png,benign,0,1,Dataset_BUSI\benign\benign (417)_mask.png,270,c70d34b6b6f768b7427e37f02eadb624
Dataset_BUSI\benign\benign (418).png,benign (418).png,benign,0,1,Dataset_BUSI\benign\benign (418)_mask.png,271,a3356fef320d6c5c69618996bd1ee705
Dataset_BUSI\benign\benign (419).png,benign (419).png,benign,0,1,Dataset_BUSI\benign\benign (419)_mask.png,165,b556d0b265f10e98dfdb1bfd821138c4
Dataset_BUSI\benign\benign (42).png,benign (42).png,benign,0,1,Dataset_BUSI\benign\benign (42)_mask.png,34,e8effa1a57aed265711de0b47d50f587
Dataset_BUSI\benign\benign (420).png,benign (420).png,benign,0,1,Dataset_BUSI\benign\benign (420)_mask.png,272,64fa37e947d8c93dac09602e6b52d969
Dataset_BUSI\benign\benign (421).png,benign (421).png,benign,0,1,Dataset_BUSI\benign\benign (421)_mask.png,171,fadd42ed32d40348bc3f57d50a1fd8ba
Dataset_BUSI\benign\benign (422).png,benign (422).png,benign,0,1,Dataset_BUSI\benign\benign (422)_mask.png,167,20c948a220d23aec19496a0b2c45f4c7
Dataset_BUSI\benign\benign (423).png,benign (423).png,benign,0,1,Dataset_BUSI\benign\benign (423)_mask.png,169,8883c9c2ac28d973df3bce4bac20a58d
Dataset_BUSI\benign\benign (424).png,benign (424).png,benign,0,2,Dataset_BUSI\benign\benign (424)_mask.png|Dataset_BUSI\benign\benign (424)_mask_1.png,166,db0cf9b4871dd93f005ff92e83edce03
Dataset_BUSI\benign\benign (425).png,benign (425).png,benign,0,1,Dataset_BUSI\benign\benign (425)_mask.png,72,4e8796db7792a04ebe3b3d95452e0cd8
Dataset_BUSI\benign\benign (426).png,benign (426).png,benign,0,1,Dataset_BUSI\benign\benign (426)_mask.png,175,259faf83b961a7cd453079b059ffec35
Dataset_BUSI\benign\benign (427).png,benign (427).png,benign,0,1,Dataset_BUSI\benign\benign (427)_mask.png,273,b739c3e2f11c1292c9aa746840b2b4cf
Dataset_BUSI\benign\benign (428).png,benign (428).png,benign,0,1,Dataset_BUSI\benign\benign (428)_mask.png,274,94aac1b14520ab768b405518f9f0ba9f
Dataset_BUSI\benign\benign (429).png,benign (429).png,benign,0,1,Dataset_BUSI\benign\benign (429)_mask.png,275,0d127cf605b0d0326dbc54bae373e60b
Dataset_BUSI\benign\benign (43).png,benign (43).png,benign,0,1,Dataset_BUSI\benign\benign (43)_mask.png,276,0ade5f56189cca58be7c856caa7eed5c
Dataset_BUSI\benign\benign (430).png,benign (430).png,benign,0,1,Dataset_BUSI\benign\benign (430)_mask.png,277,607cf85515210b49c5ae798c9a09c56d
Dataset_BUSI\benign\benign (431).png,benign (431).png,benign,0,1,Dataset_BUSI\benign\benign (431)_mask.png,278,9c10f7a13fe119cd2552ee7a789cadd9
Dataset_BUSI\benign\benign (432).png,benign (432).png,benign,0,1,Dataset_BUSI\benign\benign (432)_mask.png,279,bd401b4ac69c34af3a651ae5093fd5ab
Dataset_BUSI\benign\benign (433).png,benign (433).png,benign,0,1,Dataset_BUSI\benign\benign (433)_mask.png,280,aed81b43d8d5584e8ab5a5bb10cd0c78
Dataset_BUSI\benign\benign (434).png,benign (434).png,benign,0,1,Dataset_BUSI\benign\benign (434)_mask.png,281,24d2b8d4a34e9ac9b4930227ed5e96f7
Dataset_BUSI\benign\benign (435).png,benign (435).png,benign,0,1,Dataset_BUSI\benign\benign (435)_mask.png,282,33106d537b3976146f965bf04d9acd5f
Dataset_BUSI\benign\benign (436).png,benign (436).png,benign,0,1,Dataset_BUSI\benign\benign (436)_mask.png,283,ff55760fbc52f3ccccd32c54afd94e04
Dataset_BUSI\benign\benign (437).png,benign (437).png,benign,0,1,Dataset_BUSI\benign\benign (437)_mask.png,284,301d1f113dbbc94b799b8c9a3f12634d
Dataset_BUSI\benign\benign (44).png,benign (44).png,benign,0,1,Dataset_BUSI\benign\benign (44)_mask.png,31,6e5aa0d43dcf3557e6477c6d76c0a379
Dataset_BUSI\benign\benign (45).png,benign (45).png,benign,0,1,Dataset_BUSI\benign\benign (45)_mask.png,285,18b335438cbfee484b6fe731db913d8e
Dataset_BUSI\benign\benign (46).png,benign (46).png,benign,0,1,Dataset_BUSI\benign\benign (46)_mask.png,286,8646469ca2a54bfd071b70e116989626
Dataset_BUSI\benign\benign (47).png,benign (47).png,benign,0,1,Dataset_BUSI\benign\benign (47)_mask.png,287,a3d2058b8e64c1202a7307f9ab926ac3
Dataset_BUSI\benign\benign (48).png,benign (48).png,benign,0,1,Dataset_BUSI\benign\benign (48)_mask.png,288,46914c988d3eca2256aaf8afbdfc9821
Dataset_BUSI\benign\benign (49).png,benign (49).png,benign,0,1,Dataset_BUSI\benign\benign (49)_mask.png,289,a21d566d1f1ac720738919dbf0dadc48
Dataset_BUSI\benign\benign (5).png,benign (5).png,benign,0,1,Dataset_BUSI\benign\benign (5)_mask.png,179,6ca96be57e6aba367c01ef26384e45da
Dataset_BUSI\benign\benign (50).png,benign (50).png,benign,0,1,Dataset_BUSI\benign\benign (50)_mask.png,39,ad3143e3c5d298578fb6ffbbae5159e0
Dataset_BUSI\benign\benign (51).png,benign (51).png,benign,0,1,Dataset_BUSI\benign\benign (51)_mask.png,36,089a2568af6af669297b2854c3ad0337
Dataset_BUSI\benign\benign (52).png,benign (52).png,benign,0,1,Dataset_BUSI\benign\benign (52)_mask.png,37,64537f7e395592e24694c19636e5090a
Dataset_BUSI\benign\benign (53).png,benign (53).png,benign,0,1,Dataset_BUSI\benign\benign (53)_mask.png,290,9ee02c65164046867bcf032b3156585f
Dataset_BUSI\benign\benign (54).png,benign (54).png,benign,0,2,Dataset_BUSI\benign\benign (54)_mask.png|Dataset_BUSI\benign\benign (54)_mask_1.png,291,9431111748436bf44066c7d18a916ec8
Dataset_BUSI\benign\benign (55).png,benign (55).png,benign,0,1,Dataset_BUSI\benign\benign (55)_mask.png,292,46bfc3b8040572378f00c4651217d856
Dataset_BUSI\benign\benign (56).png,benign (56).png,benign,0,1,Dataset_BUSI\benign\benign (56)_mask.png,293,a43bb002f47033cfc2ce0a4929cff20c
Dataset_BUSI\benign\benign (57).png,benign (57).png,benign,0,1,Dataset_BUSI\benign\benign (57)_mask.png,294,048529b23987060dc6ba4988a8f89da2
Dataset_BUSI\benign\benign (58).png,benign (58).png,benign,0,2,Dataset_BUSI\benign\benign (58)_mask.png|Dataset_BUSI\benign\benign (58)_mask_1.png,38,822c90435a00267af057a19920d20602
Dataset_BUSI\benign\benign (59).png,benign (59).png,benign,0,1,Dataset_BUSI\benign\benign (59)_mask.png,295,f066df618437df7ebfd000c119973472
Dataset_BUSI\benign\benign (6).png,benign (6).png,benign,0,1,Dataset_BUSI\benign\benign (6)_mask.png,180,ce3f5eff62b0fc6cb27cdbe8f78466a5
Dataset_BUSI\benign\benign (60).png,benign (60).png,benign,0,1,Dataset_BUSI\benign\benign (60)_mask.png,41,503066742e0a4e905ff4e97a8a39349f
Dataset_BUSI\benign\benign (61).png,benign (61).png,benign,0,1,Dataset_BUSI\benign\benign (61)_mask.png,296,876e89585ce23d00c44ac055888ab139
Dataset_BUSI\benign\benign (62).png,benign (62).png,benign,0,1,Dataset_BUSI\benign\benign (62)_mask.png,297,41b553e6174ec5bca23ac594987f63e0
Dataset_BUSI\benign\benign (63).png,benign (63).png,benign,0,1,Dataset_BUSI\benign\benign (63)_mask.png,298,9a2faed2e4069ffeccc55fe7f2e051f1
Dataset_BUSI\benign\benign (64).png,benign (64).png,benign,0,1,Dataset_BUSI\benign\benign (64)_mask.png,299,309888c8de966d67fb54011b40ff9a45
Dataset_BUSI\benign\benign (65).png,benign (65).png,benign,0,1,Dataset_BUSI\benign\benign (65)_mask.png,42,25bea065cbfe2f6dfa3aab637bba6e4e
Dataset_BUSI\benign\benign (66).png,benign (66).png,benign,0,1,Dataset_BUSI\benign\benign (66)_mask.png,300,d31bed0883a40218fcde16a7eebb3ff6
Dataset_BUSI\benign\benign (67).png,benign (67).png,benign,0,1,Dataset_BUSI\benign\benign (67)_mask.png,301,f3ab07345f79ae7c19b05f289fc33151
Dataset_BUSI\benign\benign (68).png,benign (68).png,benign,0,1,Dataset_BUSI\benign\benign (68)_mask.png,302,5360db23861d022649e20876ef776229
Dataset_BUSI\benign\benign (69).png,benign (69).png,benign,0,1,Dataset_BUSI\benign\benign (69)_mask.png,303,10f48edfa29f6b97d165612618473be4
Dataset_BUSI\benign\benign (7).png,benign (7).png,benign,0,1,Dataset_BUSI\benign\benign (7)_mask.png,181,4c61e5699a005c6613684692e4957d68
Dataset_BUSI\benign\benign (70).png,benign (70).png,benign,0,1,Dataset_BUSI\benign\benign (70)_mask.png,304,8c3403d1a434b2ed0465e725d06534de
Dataset_BUSI\benign\benign (71).png,benign (71).png,benign,0,1,Dataset_BUSI\benign\benign (71)_mask.png,305,204b5f6b3d2a7b27f3a45fcd9e5130bb
Dataset_BUSI\benign\benign (72).png,benign (72).png,benign,0,1,Dataset_BUSI\benign\benign (72)_mask.png,306,5d1ddbb7f3d9fa606e326c02b73e7687
Dataset_BUSI\benign\benign (73).png,benign (73).png,benign,0,1,Dataset_BUSI\benign\benign (73)_mask.png,307,e93cf3b34ce23f7a6ee9404585f6187f
Dataset_BUSI\benign\benign (74).png,benign (74).png,benign,0,1,Dataset_BUSI\benign\benign (74)_mask.png,308,7e003c9a9539ae230a386b55f86360ee
Dataset_BUSI\benign\benign (75).png,benign (75).png,benign,0,1,Dataset_BUSI\benign\benign (75)_mask.png,309,bd6e21d62dc0db4e5fef827d3f138ec5
Dataset_BUSI\benign\benign (76).png,benign (76).png,benign,0,1,Dataset_BUSI\benign\benign (76)_mask.png,310,e8a93eb5ee8279cac50640c565ab0fe7
Dataset_BUSI\benign\benign (77).png,benign (77).png,benign,0,1,Dataset_BUSI\benign\benign (77)_mask.png,311,c1349a9134e6b610f5a4961f5b753e7e
Dataset_BUSI\benign\benign (78).png,benign (78).png,benign,0,1,Dataset_BUSI\benign\benign (78)_mask.png,312,216ca1f81d4d2eb2e90270b1f20e7c48
Dataset_BUSI\benign\benign (79).png,benign (79).png,benign,0,1,Dataset_BUSI\benign\benign (79)_mask.png,313,1b2121267b02b1e75bd2c6447a0ddbcd
Dataset_BUSI\benign\benign (8).png,benign (8).png,benign,0,1,Dataset_BUSI\benign\benign (8)_mask.png,182,e33c1477695b4238ae42bcdea9f11b37
Dataset_BUSI\benign\benign (80).png,benign (80).png,benign,0,1,Dataset_BUSI\benign\benign (80)_mask.png,314,927a354b2cdf49050e367b68f2952710
Dataset_BUSI\benign\benign (81).png,benign (81).png,benign,0,1,Dataset_BUSI\benign\benign (81)_mask.png,100,3151ae6921a95f8f80ba1bbd746134ee
Dataset_BUSI\benign\benign (82).png,benign (82).png,benign,0,1,Dataset_BUSI\benign\benign (82)_mask.png,315,d03d4444e4914acdff18e2a51e0bab66
Dataset_BUSI\benign\benign (83).png,benign (83).png,benign,0,2,Dataset_BUSI\benign\benign (83)_mask.png|Dataset_BUSI\benign\benign (83)_mask_1.png,316,01ff53c4c9a8fc2cb951b4ccac1a2b5e
Dataset_BUSI\benign\benign (84).png,benign (84).png,benign,0,1,Dataset_BUSI\benign\benign (84)_mask.png,317,33a989c3296daf851d60a7989a4a2631
Dataset_BUSI\benign\benign (85).png,benign (85).png,benign,0,1,Dataset_BUSI\benign\benign (85)_mask.png,66,50543453c771dbe5285f20115e2702d3
Dataset_BUSI\benign\benign (86).png,benign (86).png,benign,0,1,Dataset_BUSI\benign\benign (86)_mask.png,65,b8fc49c496b44f320351d9a9feb1afbe
Dataset_BUSI\benign\benign (87).png,benign (87).png,benign,0,1,Dataset_BUSI\benign\benign (87)_mask.png,318,58228a2c4c4d17ef573675231746ddf7
Dataset_BUSI\benign\benign (88).png,benign (88).png,benign,0,1,Dataset_BUSI\benign\benign (88)_mask.png,319,7d210ff5ec8825df87ee086a764a4782
Dataset_BUSI\benign\benign (89).png,benign (89).png,benign,0,1,Dataset_BUSI\benign\benign (89)_mask.png,320,f70c0a243a952c4b1570d81f9f3ac1aa
Dataset_BUSI\benign\benign (9).png,benign (9).png,benign,0,1,Dataset_BUSI\benign\benign (9)_mask.png,183,8bac6704560a5297614dec0e4b482968
Dataset_BUSI\benign\benign (90).png,benign (90).png,benign,0,1,Dataset_BUSI\benign\benign (90)_mask.png,321,21257dca01869a331b978130fa03e2a9
Dataset_BUSI\benign\benign (91).png,benign (91).png,benign,0,1,Dataset_BUSI\benign\benign (91)_mask.png,322,ef23482616da0230c090ef04d067f3d5
Dataset_BUSI\benign\benign (92).png,benign (92).png,benign,0,2,Dataset_BUSI\benign\benign (92)_mask.png|Dataset_BUSI\benign\benign (92)_mask_1.png,323,e7437d3e98720f3bb314e9a89f44b9e6
Dataset_BUSI\benign\benign (93).png,benign (93).png,benign,0,2,Dataset_BUSI\benign\benign (93)_mask.png|Dataset_BUSI\benign\benign (93)_mask_1.png,324,38ab85d16e6f67fe49c4790c36d82d8c
Dataset_BUSI\benign\benign (94).png,benign (94).png,benign,0,1,Dataset_BUSI\benign\benign (94)_mask.png,296,bb2b9c36efd146253f1b276afb76c06c
Dataset_BUSI\benign\benign (95).png,benign (95).png,benign,0,1,Dataset_BUSI\benign\benign (95)_mask.png,325,e50dfdcea71efa7d64c31b5d694b58fb
Dataset_BUSI\benign\benign (96).png,benign (96).png,benign,0,1,Dataset_BUSI\benign\benign (96)_mask.png,60,67912ac3d284cd36c17c96d564d14618
Dataset_BUSI\benign\benign (97).png,benign (97).png,benign,0,1,Dataset_BUSI\benign\benign (97)_mask.png,326,fc5716e62e340e56fde5fc3a661317a7
Dataset_BUSI\benign\benign (98).png,benign (98).png,benign,0,2,Dataset_BUSI\benign\benign (98)_mask.png|Dataset_BUSI\benign\benign (98)_mask_1.png,327,6fb1ded808d8888e9684cd9ccbb844c4
Dataset_BUSI\benign\benign (99).png,benign (99).png,benign,0,1,Dataset_BUSI\benign\benign (99)_mask.png,42,8d0592922f155468927127853c39028d
Dataset_BUSI\malignant\malignant (1).png,malignant (1).png,malignant,1,1,Dataset_BUSI\malignant\malignant (1)_mask.png,328,39bb5e0dfc218118eff98378b1c5bc19
Dataset_BUSI\malignant\malignant (10).png,malignant (10).png,malignant,1,1,Dataset_BUSI\malignant\malignant (10)_mask.png,329,8cfe9ea85d7dc47d6f0507b7ef11ecbf
Dataset_BUSI\malignant\malignant (100).png,malignant (100).png,malignant,1,1,Dataset_BUSI\malignant\malignant (100)_mask.png,330,2c9bfb14c73f8a283c4392e6bc35f029
Dataset_BUSI\malignant\malignant (101).png,malignant (101).png,malignant,1,1,Dataset_BUSI\malignant\malignant (101)_mask.png,331,8c60c281ff37cfee52849d2393805a5f
Dataset_BUSI\malignant\malignant (102).png,malignant (102).png,malignant,1,1,Dataset_BUSI\malignant\malignant (102)_mask.png,332,5cdf41b2bf7be1f6f9c235c886b0799f
Dataset_BUSI\malignant\malignant (103).png,malignant (103).png,malignant,1,1,Dataset_BUSI\malignant\malignant (103)_mask.png,333,fcb329ee177e221488e944db299c258a
Dataset_BUSI\malignant\malignant (104).png,malignant (104).png,malignant,1,1,Dataset_BUSI\malignant\malignant (104)_mask.png,334,7be02e275096a3f235be17a03424000e
Dataset_BUSI\malignant\malignant (105).png,malignant (105).png,malignant,1,1,Dataset_BUSI\malignant\malignant (105)_mask.png,335,f3361c6716fdf172b1d26f30b014978f
Dataset_BUSI\malignant\malignant (106).png,malignant (106).png,malignant,1,1,Dataset_BUSI\malignant\malignant (106)_mask.png,336,3b4d18a7b88a7c5e34bb7f7ce51770e7
Dataset_BUSI\malignant\malignant (107).png,malignant (107).png,malignant,1,1,Dataset_BUSI\malignant\malignant (107)_mask.png,337,13b34d8fc33c0af99f3a9ce13795667e
Dataset_BUSI\malignant\malignant (108).png,malignant (108).png,malignant,1,1,Dataset_BUSI\malignant\malignant (108)_mask.png,338,fa88a6d69c4836f90724b83b68f113d6
Dataset_BUSI\malignant\malignant (109).png,malignant (109).png,malignant,1,1,Dataset_BUSI\malignant\malignant (109)_mask.png,339,8055cce1c115b4b6e5d1e4baafd209d0
Dataset_BUSI\malignant\malignant (11).png,malignant (11).png,malignant,1,1,Dataset_BUSI\malignant\malignant (11)_mask.png,340,42399a694a0e578ffc0c29e1f248b77b
Dataset_BUSI\malignant\malignant (110).png,malignant (110).png,malignant,1,1,Dataset_BUSI\malignant\malignant (110)_mask.png,341,24470023701e27a7d9f316d629550abc
Dataset_BUSI\malignant\malignant (111).png,malignant (111).png,malignant,1,1,Dataset_BUSI\malignant\malignant (111)_mask.png,342,810e7ba8731d07918ecd827e7ea7e456
Dataset_BUSI\malignant\malignant (112).png,malignant (112).png,malignant,1,1,Dataset_BUSI\malignant\malignant (112)_mask.png,329,85912201f977ba345080d97085069f4b
Dataset_BUSI\malignant\malignant (113).png,malignant (113).png,malignant,1,1,Dataset_BUSI\malignant\malignant (113)_mask.png,343,d6b4c0f3d2861e623db66e6799c05c93
Dataset_BUSI\malignant\malignant (114).png,malignant (114).png,malignant,1,1,Dataset_BUSI\malignant\malignant (114)_mask.png,344,21a3c6a7ec804fcc80ae560e42b43506
Dataset_BUSI\malignant\malignant (115).png,malignant (115).png,malignant,1,1,Dataset_BUSI\malignant\malignant (115)_mask.png,345,6ba540e8a77b0b6ef0b91bbb610d7c49
Dataset_BUSI\malignant\malignant (116).png,malignant (116).png,malignant,1,1,Dataset_BUSI\malignant\malignant (116)_mask.png,346,d5b8f096d77f417b606e32933ba8f79f
Dataset_BUSI\malignant\malignant (117).png,malignant (117).png,malignant,1,1,Dataset_BUSI\malignant\malignant (117)_mask.png,347,e96f9768b9eac2e618bde346836fc4ea
Dataset_BUSI\malignant\malignant (118).png,malignant (118).png,malignant,1,1,Dataset_BUSI\malignant\malignant (118)_mask.png,348,e41b3aca6bd4b717d58cf27c1704e177
Dataset_BUSI\malignant\malignant (119).png,malignant (119).png,malignant,1,1,Dataset_BUSI\malignant\malignant (119)_mask.png,348,2c05cde819a6868351151cf1d44499dd
Dataset_BUSI\malignant\malignant (12).png,malignant (12).png,malignant,1,1,Dataset_BUSI\malignant\malignant (12)_mask.png,341,424dfd673ed600aabbe07285c70399f4
Dataset_BUSI\malignant\malignant (120).png,malignant (120).png,malignant,1,1,Dataset_BUSI\malignant\malignant (120)_mask.png,349,40f6145c2588fe119b4d85a907888231
Dataset_BUSI\malignant\malignant (121).png,malignant (121).png,malignant,1,1,Dataset_BUSI\malignant\malignant (121)_mask.png,350,f9958505c7d15bdc972da23a3c0dc11d
Dataset_BUSI\malignant\malignant (122).png,malignant (122).png,malignant,1,1,Dataset_BUSI\malignant\malignant (122)_mask.png,351,4a06ba266b6e3740cea979df924b4073
Dataset_BUSI\malignant\malignant (123).png,malignant (123).png,malignant,1,1,Dataset_BUSI\malignant\malignant (123)_mask.png,344,f93448ab1404007be204a1f693c57750
Dataset_BUSI\malignant\malignant (124).png,malignant (124).png,malignant,1,1,Dataset_BUSI\malignant\malignant (124)_mask.png,352,fa4ddf6970dbde7bc6b8c52780fdcbd7
Dataset_BUSI\malignant\malignant (125).png,malignant (125).png,malignant,1,1,Dataset_BUSI\malignant\malignant (125)_mask.png,353,4070e0c26d54e431ee467ebcafd0226e
Dataset_BUSI\malignant\malignant (126).png,malignant (126).png,malignant,1,1,Dataset_BUSI\malignant\malignant (126)_mask.png,354,bca020342922bfe82f5b4e6c620338dd
Dataset_BUSI\malignant\malignant (127).png,malignant (127).png,malignant,1,1,Dataset_BUSI\malignant\malignant (127)_mask.png,355,8013906d404fe6e33f4465628cf34985
Dataset_BUSI\malignant\malignant (128).png,malignant (128).png,malignant,1,1,Dataset_BUSI\malignant\malignant (128)_mask.png,356,e39bf519032f3479143d729f08afc492
Dataset_BUSI\malignant\malignant (129).png,malignant (129).png,malignant,1,1,Dataset_BUSI\malignant\malignant (129)_mask.png,357,7ecd4098249db76609965a60a31de2bd
Dataset_BUSI\malignant\malignant (13).png,malignant (13).png,malignant,1,1,Dataset_BUSI\malignant\malignant (13)_mask.png,339,3a5f1fe27dd123060170a8088544489e
Dataset_BUSI\malignant\malignant (130).png,malignant (130).png,malignant,1,1,Dataset_BUSI\malignant\malignant (130)_mask.png,358,408b8c87733d825b5ca116d431c5d23c
Dataset_BUSI\malignant\malignant (131).png,malignant (131).png,malignant,1,1,Dataset_BUSI\malignant\malignant (131)_mask.png,359,5096089a03959b22cd5b904d8fe8c895
Dataset_BUSI\malignant\malignant (132).png,malignant (132).png,malignant,1,1,Dataset_BUSI\malignant\malignant (132)_mask.png,360,632e98923368f58ff7cfd3ec12af7e38
Dataset_BUSI\malignant\malignant (133).png,malignant (133).png,malignant,1,1,Dataset_BUSI\malignant\malignant (133)_mask.png,361,8848680e44c1f7c6c88d418e45091cb7
Dataset_BUSI\malignant\malignant (134).png,malignant (134).png,malignant,1,1,Dataset_BUSI\malignant\malignant (134)_mask.png,362,a8d9276248a01b265f74a05f5ac5b56a
Dataset_BUSI\malignant\malignant (135).png,malignant (135).png,malignant,1,1,Dataset_BUSI\malignant\malignant (135)_mask.png,363,2504bbcda0f290f61f430cccb26e655a
Dataset_BUSI\malignant\malignant (136).png,malignant (136).png,malignant,1,1,Dataset_BUSI\malignant\malignant (136)_mask.png,364,d6f5b80a78da478bcb1074f8b29bbbe2
Dataset_BUSI\malignant\malignant (137).png,malignant (137).png,malignant,1,1,Dataset_BUSI\malignant\malignant (137)_mask.png,365,8b88a14c8cddcdc6a763ae043438b483
Dataset_BUSI\malignant\malignant (138).png,malignant (138).png,malignant,1,1,Dataset_BUSI\malignant\malignant (138)_mask.png,366,8d79254d43f4e26b24dbac126d9b4a8c
Dataset_BUSI\malignant\malignant (139).png,malignant (139).png,malignant,1,1,Dataset_BUSI\malignant\malignant (139)_mask.png,367,33d2c0efb869699f8c26f26cc67b1b79
Dataset_BUSI\malignant\malignant (14).png,malignant (14).png,malignant,1,1,Dataset_BUSI\malignant\malignant (14)_mask.png,344,00fe093d5b0ceb4189628ed9bc9447c4
Dataset_BUSI\malignant\malignant (140).png,malignant (140).png,malignant,1,1,Dataset_BUSI\malignant\malignant (140)_mask.png,368,e9b38a9ad8053b001466c6a3fa264b76
Dataset_BUSI\malignant\malignant (141).png,malignant (141).png,malignant,1,1,Dataset_BUSI\malignant\malignant (141)_mask.png,369,ec79a3f73cc0bfe0c242be01dcd7e0cf
Dataset_BUSI\malignant\malignant (142).png,malignant (142).png,malignant,1,1,Dataset_BUSI\malignant\malignant (142)_mask.png,370,1b7506ae376a412cf6c7b260bb7d75c1
Dataset_BUSI\malignant\malignant (143).png,malignant (143).png,malignant,1,1,Dataset_BUSI\malignant\malignant (143)_mask.png,371,15457c77e4d451fea9c60964df86a0d1
Dataset_BUSI\malignant\malignant (144).png,malignant (144).png,malignant,1,1,Dataset_BUSI\malignant\malignant (144)_mask.png,372,46d2094972f2f9b8f914d27b4fefd11c
Dataset_BUSI\malignant\malignant (145).png,malignant (145).png,malignant,1,1,Dataset_BUSI\malignant\malignant (145)_mask.png,280,aed81b43d8d5584e8ab5a5bb10cd0c78
Dataset_BUSI\malignant\malignant (146).png,malignant (146).png,malignant,1,1,Dataset_BUSI\malignant\malignant (146)_mask.png,373,8ed19317965250cedc9e2e8f37c6acc7
Dataset_BUSI\malignant\malignant (147).png,malignant (147).png,malignant,1,1,Dataset_BUSI\malignant\malignant (147)_mask.png,374,b9ee11ab562504e4cc83cd8dab251551
Dataset_BUSI\malignant\malignant (148).png,malignant (148).png,malignant,1,1,Dataset_BUSI\malignant\malignant (148)_mask.png,375,63632a6285ecf717a06a107554f23aee
Dataset_BUSI\malignant\malignant (149).png,malignant (149).png,malignant,1,1,Dataset_BUSI\malignant\malignant (149)_mask.png,376,9e183024d3cdbb00557f3cf520c8cb8e
Dataset_BUSI\malignant\malignant (15).png,malignant (15).png,malignant,1,1,Dataset_BUSI\malignant\malignant (15)_mask.png,342,f1bdd9d2e66a708447e76df923112b15
Dataset_BUSI\malignant\malignant (150).png,malignant (150).png,malignant,1,1,Dataset_BUSI\malignant\malignant (150)_mask.png,377,950cfe89e12aad02a17b1ec7da43c1d0
Dataset_BUSI\malignant\malignant (151).png,malignant (151).png,malignant,1,1,Dataset_BUSI\malignant\malignant (151)_mask.png,378,7c621032ea94b8f51d79c36bd9ff9a74
Dataset_BUSI\malignant\malignant (152).png,malignant (152).png,malignant,1,1,Dataset_BUSI\malignant\malignant (152)_mask.png,379,294e87ff44e08c59b6f87937ea28ceba
Dataset_BUSI\malignant\malignant (153).png,malignant (153).png,malignant,1,1,Dataset_BUSI\malignant\malignant (153)_mask.png,380,590e8dcbb06b0bac91e0c04e8174f12e
